window,year,field,label,n,valid_n,missing_n,included_n,share,sentinel_present_n,known_n,known_positive_n,known_share
observed,2024,task_language,frr,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,fy,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,ga,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,gaa,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,gbm,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,gd,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,gl,5,2726,9,2735,0.001834189288334556,42,2684,4,0.0014903129657228018
observed,2024,task_language,gn,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,gom,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,gor,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,grc,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,gu,9,2726,9,2735,0.003301540719002201,42,2684,9,0.0033532041728763042
observed,2024,task_language,ha,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,haw,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,he,21,2726,9,2735,0.007703595011005136,42,2684,20,0.007451564828614009
observed,2024,task_language,hi,53,2726,9,2735,0.019442406456346296,42,2684,51,0.019001490312965722
observed,2024,task_language,hil,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,hmn,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,hne,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,hoj,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,hr,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,hsb,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ht,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,hu,16,2726,9,2735,0.00586940572267058,42,2684,16,0.005961251862891207
observed,2024,task_language,hy,9,2726,9,2735,0.003301540719002201,42,2684,9,0.0033532041728763042
observed,2024,task_language,iba,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,id,27,2726,9,2735,0.009904622157006602,42,2684,26,0.009687034277198211
observed,2024,task_language,ida,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ig,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,igb,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ilo,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,is,8,2726,9,2735,0.00293470286133529,42,2684,8,0.0029806259314456036
observed,2024,task_language,it,53,2726,9,2735,0.019442406456346296,42,2684,48,0.01788375558867362
observed,2024,task_language,ja,71,2726,9,2735,0.026045487894350697,42,2684,67,0.02496274217585693
observed,2024,task_language,jax,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,jbo,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,jv,5,2726,9,2735,0.001834189288334556,42,2684,4,0.0014903129657228018
observed,2024,task_language,ka,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,kaa,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,kam,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,kea,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,kgv,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,khg,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ki,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,kk,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,km,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,kn,9,2726,9,2735,0.003301540719002201,42,2684,9,0.0033532041728763042
observed,2024,task_language,ko,58,2726,9,2735,0.02127659574468085,42,2684,55,0.020491803278688523
observed,2024,task_language,koi,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,kok,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,kpv,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,kri,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,ksh,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ku,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,ky,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,la,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,lb,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,lg,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,liv,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,ljp,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ln,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,lo,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,lt,8,2726,9,2735,0.00293470286133529,42,2684,8,0.0029806259314456036
observed,2024,task_language,luo,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,lus,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,lv,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,lzh,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,mad,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,mag,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,mai,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,mak,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,mg,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,mi,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,min,1,2726,9,2735,0.00036683785766691124,42,2684,0,0.0
observed,2024,task_language,mk,6,2726,9,2735,0.0022010271460014674,42,2684,6,0.0022354694485842027
observed,2024,task_language,ml,9,2726,9,2735,0.003301540719002201,42,2684,9,0.0033532041728763042
observed,2024,task_language,mn,7,2726,9,2735,0.0025678650036683784,42,2684,6,0.0022354694485842027
observed,2024,task_language,mni,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,mr,11,2726,9,2735,0.004035216434336023,42,2684,11,0.004098360655737705
observed,2024,task_language,ms,12,2726,9,2735,0.004402054292002935,42,2684,12,0.004470938897168405
observed,2024,task_language,mt,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,mui,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,multilingual_unspecified,21,2726,9,2735,0.007703595011005136,42,2684,0,0.0
observed,2024,task_language,mup,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,mwr,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,my,5,2726,9,2735,0.001834189288334556,42,2684,4,0.0014903129657228018
observed,2024,task_language,nan,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,nb,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,nds,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ne,10,2726,9,2735,0.003668378576669112,42,2684,10,0.0037257824143070045
observed,2024,task_language,nij,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,nl,26,2726,9,2735,0.009537784299339692,42,2684,25,0.009314456035767511
observed,2024,task_language,nn,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,no,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,nod,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,not_applicable,5,2726,9,2735,0.001834189288334556,42,2684,0,0.0
observed,2024,task_language,nso,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,ny,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,nyf,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,oc,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,om,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,or,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,pa,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,pap,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,pcm,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,pfl,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,pi,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,pl,22,2726,9,2735,0.008070432868672046,42,2684,22,0.00819672131147541
observed,2024,task_language,pms,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ps,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,pt,44,2726,9,2735,0.016140865737344093,42,2684,42,0.01564828614008942
observed,2024,task_language,qu,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,raj,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,rkt,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,rm,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,rn,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,ro,17,2726,9,2735,0.0062362435803374906,42,2684,16,0.005961251862891207
observed,2024,task_language,ru,64,2726,9,2735,0.02347762289068232,42,2684,61,0.022727272727272728
observed,2024,task_language,rw,3,2726,9,2735,0.0011005135730007337,42,2684,2,0.0007451564828614009
observed,2024,task_language,sa,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,sas,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,sat,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,sd,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,sgc,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,si,7,2726,9,2735,0.0025678650036683784,42,2684,6,0.0022354694485842027
observed,2024,task_language,sk,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,sl,8,2726,9,2735,0.00293470286133529,42,2684,8,0.0029806259314456036
observed,2024,task_language,sm,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,sn,6,2726,9,2735,0.0022010271460014674,42,2684,6,0.0022354694485842027
observed,2024,task_language,so,6,2726,9,2735,0.0022010271460014674,42,2684,6,0.0022354694485842027
observed,2024,task_language,sq,8,2726,9,2735,0.00293470286133529,42,2684,8,0.0029806259314456036
observed,2024,task_language,sr,13,2726,9,2735,0.004768892149669846,42,2684,13,0.004843517138599106
observed,2024,task_language,sso,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,st,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,stq,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,su,5,2726,9,2735,0.001834189288334556,42,2684,4,0.0014903129657228018
observed,2024,task_language,sv,13,2726,9,2735,0.004768892149669846,42,2684,13,0.004843517138599106
observed,2024,task_language,sw,20,2726,9,2735,0.007336757153338224,42,2684,17,0.006333830104321907
observed,2024,task_language,syl,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ta,13,2726,9,2735,0.004768892149669846,42,2684,12,0.004470938897168405
observed,2024,task_language,te,18,2726,9,2735,0.006603081438004402,42,2684,15,0.005588673621460507
observed,2024,task_language,teo,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,tg,5,2726,9,2735,0.001834189288334556,42,2684,5,0.0018628912071535022
observed,2024,task_language,th,25,2726,9,2735,0.009170946441672781,42,2684,23,0.00856929955290611
observed,2024,task_language,ti,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,tk,4,2726,9,2735,0.001467351430667645,42,2684,4,0.0014903129657228018
observed,2024,task_language,tl,7,2726,9,2735,0.0025678650036683784,42,2684,7,0.0026080476900149033
observed,2024,task_language,tn,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,to,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,tpi,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,tr,29,2726,9,2735,0.010638297872340425,42,2684,28,0.010432190760059613
observed,2024,task_language,ts,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,tt,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,tts,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,tw,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ty,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,tzm,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,ug,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,uk,14,2726,9,2735,0.005135730007336757,42,2684,14,0.005216095380029807
observed,2024,task_language,umb,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,unclear,16,2726,9,2735,0.00586940572267058,42,2684,0,0.0
observed,2024,task_language,ur,14,2726,9,2735,0.005135730007336757,42,2684,13,0.004843517138599106
observed,2024,task_language,uz,6,2726,9,2735,0.0022010271460014674,42,2684,6,0.0022354694485842027
observed,2024,task_language,vi,28,2726,9,2735,0.010271460014673514,42,2684,26,0.009687034277198211
observed,2024,task_language,vro,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,wad,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,wo,1,2726,9,2735,0.00036683785766691124,42,2684,1,0.00037257824143070045
observed,2024,task_language,wuu,0,2726,9,2735,0.0,42,2684,0,0.0
observed,2024,task_language,xh,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,yi,3,2726,9,2735,0.0011005135730007337,42,2684,3,0.0011177347242921013
observed,2024,task_language,yo,7,2726,9,2735,0.0025678650036683784,42,2684,6,0.0022354694485842027
observed,2024,task_language,yue,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,za,2,2726,9,2735,0.0007336757153338225,42,2684,2,0.0007451564828614009
observed,2024,task_language,zh,350,2726,9,2735,0.12839325018341893,42,2684,341,0.12704918032786885
observed,2024,task_language,zu,7,2726,9,2735,0.0025678650036683784,42,2684,6,0.0022354694485842027
observed,2025,target_system,agent_or_tool_system,801,5277,0,5277,0.15179079022171688,0,5277,801,0.15179079022171688
observed,2025,target_system,answering_model,4610,5277,0,5277,0.8736024256206177,0,5277,4610,0.8736024256206177
observed,2025,target_system,embodied_system,109,5277,0,5277,0.020655675573242372,0,5277,109,0.020655675573242372
observed,2025,evaluation_domain,cybersecurity,235,5277,0,5277,0.0445328785294675,0,5277,235,0.0445328785294675
observed,2025,evaluation_domain,education,109,5277,0,5277,0.020655675573242372,0,5277,109,0.020655675573242372
observed,2025,evaluation_domain,engineering,368,5277,0,5277,0.06973659276103847,0,5277,368,0.06973659276103847
observed,2025,evaluation_domain,finance_and_business,434,5277,0,5277,0.0822436990714421,0,5277,434,0.0822436990714421
observed,2025,evaluation_domain,general_or_cross_domain,2215,5277,0,5277,0.41974606784157664,0,5277,2215,0.41974606784157664
observed,2025,evaluation_domain,healthcare_biomedicine,585,5277,0,5277,0.11085844229675952,0,5277,585,0.11085844229675952
observed,2025,evaluation_domain,language_and_communication,787,5277,0,5277,0.1491377676710252,0,5277,787,0.1491377676710252
observed,2025,evaluation_domain,law_and_public_policy,182,5277,0,5277,0.03448929315899185,0,5277,182,0.03448929315899185
observed,2025,evaluation_domain,mathematics_and_formal_reasoning,614,5277,0,5277,0.11635398900890657,0,5277,614,0.11635398900890657
observed,2025,evaluation_domain,natural_sciences,470,5277,0,5277,0.089065757058935,0,5277,470,0.089065757058935
observed,2025,evaluation_domain,other,213,5277,0,5277,0.04036384309266629,0,5277,213,0.04036384309266629
observed,2025,evaluation_domain,social_sciences_and_humanities,622,5277,0,5277,0.1178700018950161,0,5277,622,0.1178700018950161
observed,2025,evaluation_domain,software_and_coding,909,5277,0,5277,0.17225696418419556,0,5277,909,0.17225696418419556
observed,2025,evaluation_setup,fixed_items,5017,5277,0,5277,0.9507295812014402,0,5277,5017,0.9507295812014402
observed,2025,evaluation_setup,interactive_loop,883,5277,0,5277,0.16732992230433957,0,5277,883,0.16732992230433957
observed,2025,evaluation_setup,runtime_generated_items,380,5277,0,5277,0.07201061209020276,0,5277,380,0.07201061209020276
observed,2025,modality,audio,257,5277,0,5277,0.04870191396626871,0,5277,257,0.04870191396626871
observed,2025,modality,code,857,5277,0,5277,0.16240288042448361,0,5277,857,0.16240288042448361
observed,2025,modality,image,1419,5277,0,5277,0.2689027856736782,0,5277,1419,0.2689027856736782
observed,2025,modality,structured_data,663,5277,0,5277,0.12563956793632747,0,5277,663,0.12563956793632747
observed,2025,modality,text,5223,5277,0,5277,0.9897669130187606,0,5277,5223,0.9897669130187606
observed,2025,modality,video,425,5277,0,5277,0.08053818457456888,0,5277,425,0.08053818457456888
observed,2025,material_origin,generative_model,2770,5276,1,5277,0.525018953752843,12,5264,2770,0.5262158054711246
observed,2025,material_origin,human_or_real_world,4396,5276,1,5277,0.8332069749810462,12,5264,4396,0.8351063829787234
observed,2025,material_origin,not_reported,11,5276,1,5277,0.002084912812736922,12,5264,0,0.0
observed,2025,material_origin,program_or_simulation,1370,5276,1,5277,0.2596664139499621,12,5264,1370,0.260258358662614
observed,2025,material_origin,unclear,1,5276,1,5277,0.00018953752843062926,12,5264,0,0.0
observed,2025,scoring_source,execution_or_environment,1099,5276,1,5277,0.20830174374526156,7,5269,1099,0.20857847788954262
observed,2025,scoring_source,human_judge,354,5276,1,5277,0.06709628506444276,7,5269,354,0.06718542417916114
observed,2025,scoring_source,llm_judge,1895,5276,1,5277,0.35917361637604245,7,5269,1895,0.35965078762573544
observed,2025,scoring_source,other_model_judge,472,5276,1,5277,0.08946171341925702,7,5269,472,0.08958056557221485
observed,2025,scoring_source,reference_or_metric,3547,5276,1,5277,0.672289613343442,7,5269,3547,0.6731827671284873
observed,2025,scoring_source,unclear,7,5276,1,5277,0.001326762699014405,7,5269,0,0.0
observed,2025,task_language,aa,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,abl,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,abs,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,ace,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,acm,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,acq,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,ado,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,aeb,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,af,5,5268,9,5277,0.0009491268033409263,124,5144,4,0.0007776049766718507
observed,2025,task_language,afb,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,ak,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,als,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,am,9,5268,9,5277,0.0017084282460136675,124,5144,8,0.0015552099533437014
observed,2025,task_language,anp,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,aoz,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,apc,2,5268,9,5277,0.00037965072133637056,124,5144,2,0.00038880248833592535
observed,2025,task_language,ar,125,5268,9,5277,0.02372817008352316,124,5144,117,0.022744945567651633
observed,2025,task_language,arq,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,ary,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,arz,3,5268,9,5277,0.0005694760820045558,124,5144,3,0.0005832037325038881
observed,2025,task_language,as,5,5268,9,5277,0.0009491268033409263,124,5144,4,0.0007776049766718507
observed,2025,task_language,ase,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,ast,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,awa,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,ay,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,az,4,5268,9,5277,0.0007593014426727411,124,5144,3,0.0005832037325038881
observed,2025,task_language,bal,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,ban,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bar,3,5268,9,5277,0.0005694760820045558,124,5144,3,0.0005832037325038881
observed,2025,task_language,bbc,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bbj,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,be,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bew,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bfy,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,bg,12,5268,9,5277,0.002277904328018223,124,5144,10,0.0019440124416796269
observed,2025,task_language,bgc,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,bho,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,bjn,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bm,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,bn,62,5268,9,5277,0.011769172361427487,124,5144,58,0.011275272161741835
observed,2025,task_language,bns,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,bo,4,5268,9,5277,0.0007593014426727411,124,5144,3,0.0005832037325038881
observed,2025,task_language,br,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bra,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,brx,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bs,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,bug,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,ca,14,5268,9,5277,0.0026575550493545936,124,5144,13,0.002527216174183515
observed,2025,task_language,ceb,4,5268,9,5277,0.0007593014426727411,124,5144,2,0.00038880248833592535
observed,2025,task_language,ckb,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,co,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,crh,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,cs,34,5268,9,5277,0.006454062262718299,124,5144,32,0.006220839813374806
observed,2025,task_language,ctg,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,cv,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,cy,4,5268,9,5277,0.0007593014426727411,124,5144,3,0.0005832037325038881
observed,2025,task_language,da,16,5268,9,5277,0.0030372057706909645,124,5144,14,0.0027216174183514776
observed,2025,task_language,dag,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,de,150,5268,9,5277,0.02847380410022779,124,5144,136,0.026438569206842923
observed,2025,task_language,doi,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,dsb,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,dv,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,dz,2,5268,9,5277,0.00037965072133637056,124,5144,2,0.00038880248833592535
observed,2025,task_language,ee,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,el,24,5268,9,5277,0.004555808656036446,124,5144,20,0.0038880248833592537
observed,2025,task_language,en,4812,5268,9,5277,0.9134396355353075,124,5144,4772,0.9276827371695179
observed,2025,task_language,eo,1,5268,9,5277,0.00018982536066818528,124,5144,0,0.0
observed,2025,task_language,es,171,5268,9,5277,0.03246013667425968,124,5144,157,0.03052099533437014
observed,2025,task_language,et,9,5268,9,5277,0.0017084282460136675,124,5144,7,0.0013608087091757388
observed,2025,task_language,eu,6,5268,9,5277,0.0011389521640091116,124,5144,5,0.0009720062208398134
observed,2025,task_language,fa,39,5268,9,5277,0.007403189066059226,124,5144,36,0.006998444790046656
observed,2025,task_language,ff,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,fi,19,5268,9,5277,0.00360668185269552,124,5144,16,0.003110419906687403
observed,2025,task_language,fil,6,5268,9,5277,0.0011389521640091116,124,5144,6,0.0011664074650077762
observed,2025,task_language,fj,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,fo,2,5268,9,5277,0.00037965072133637056,124,5144,2,0.00038880248833592535
observed,2025,task_language,fr,162,5268,9,5277,0.030751708428246014,124,5144,149,0.028965785381026437
observed,2025,task_language,frr,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,fy,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,ga,6,5268,9,5277,0.0011389521640091116,124,5144,5,0.0009720062208398134
observed,2025,task_language,gaa,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,gbm,0,5268,9,5277,0.0,124,5144,0,0.0
observed,2025,task_language,gd,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,gl,8,5268,9,5277,0.0015186028853454822,124,5144,7,0.0013608087091757388
observed,2025,task_language,gn,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,gom,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
observed,2025,task_language,gor,1,5268,9,5277,0.00018982536066818528,124,5144,1,0.00019440124416796267
