window,year,group,metric,n,valid_n,included_n,missing_n,share,known_n,known_positive_n,known_share,sparse
observed,2024,domain:general_or_cross_domain,named_non_en,216,1271,1275,4,0.16994492525570418,1250,206,0.1648,False
observed,2024,domain:general_or_cross_domain,multiple_named,154,1271,1275,4,0.12116443745082613,1250,144,0.1152,False
observed,2024,domain:general_or_cross_domain,sentinel_present,21,1271,1275,4,0.016522423288749016,1250,0,0.0,False
observed,2024,domain:healthcare_biomedicine,en_only,203,281,281,0,0.7224199288256228,277,203,0.7328519855595668,False
observed,2024,domain:healthcare_biomedicine,en_any,245,281,281,0,0.8718861209964412,277,242,0.8736462093862816,False
observed,2024,domain:healthcare_biomedicine,named_non_en,77,281,281,0,0.27402135231316727,277,74,0.26714801444043323,False
observed,2024,domain:healthcare_biomedicine,multiple_named,44,281,281,0,0.15658362989323843,277,41,0.148014440433213,False
observed,2024,domain:healthcare_biomedicine,sentinel_present,4,281,281,0,0.014234875444839857,277,0,0.0,False
observed,2024,domain:language_and_communication,en_only,285,512,520,8,0.556640625,502,285,0.5677290836653387,False
observed,2024,domain:language_and_communication,en_any,433,512,520,8,0.845703125,502,424,0.8446215139442231,False
observed,2024,domain:language_and_communication,named_non_en,224,512,520,8,0.4375,502,217,0.43227091633466136,False
observed,2024,domain:language_and_communication,multiple_named,154,512,520,8,0.30078125,502,147,0.29282868525896416,False
observed,2024,domain:language_and_communication,sentinel_present,10,512,520,8,0.01953125,502,0,0.0,False
observed,2024,domain:law_and_public_policy,en_only,40,84,84,0,0.47619047619047616,82,40,0.4878048780487805,False
observed,2024,domain:law_and_public_policy,en_any,59,84,84,0,0.7023809523809523,82,58,0.7073170731707317,False
observed,2024,domain:law_and_public_policy,named_non_en,43,84,84,0,0.5119047619047619,82,42,0.5121951219512195,False
observed,2024,domain:law_and_public_policy,multiple_named,22,84,84,0,0.2619047619047619,82,21,0.25609756097560976,False
observed,2024,domain:law_and_public_policy,sentinel_present,2,84,84,0,0.023809523809523808,82,0,0.0,False
observed,2024,domain:mathematics_and_formal_reasoning,en_only,235,322,323,1,0.7298136645962733,314,235,0.7484076433121019,False
observed,2024,domain:mathematics_and_formal_reasoning,en_any,292,322,323,1,0.906832298136646,314,287,0.9140127388535032,False
observed,2024,domain:mathematics_and_formal_reasoning,named_non_en,84,322,323,1,0.2608695652173913,314,79,0.2515923566878981,False
observed,2024,domain:mathematics_and_formal_reasoning,multiple_named,57,322,323,1,0.17701863354037267,314,52,0.16560509554140126,False
observed,2024,domain:mathematics_and_formal_reasoning,sentinel_present,8,322,323,1,0.024844720496894408,314,0,0.0,False
observed,2024,domain:natural_sciences,en_only,149,198,198,0,0.7525252525252525,196,149,0.7602040816326531,False
observed,2024,domain:natural_sciences,en_any,178,198,198,0,0.898989898989899,196,176,0.8979591836734694,False
observed,2024,domain:natural_sciences,named_non_en,49,198,198,0,0.2474747474747475,196,47,0.23979591836734693,False
observed,2024,domain:natural_sciences,multiple_named,30,198,198,0,0.15151515151515152,196,28,0.14285714285714285,False
observed,2024,domain:natural_sciences,sentinel_present,2,198,198,0,0.010101010101010102,196,0,0.0,False
observed,2024,domain:other,en_only,73,79,79,0,0.9240506329113924,78,73,0.9358974358974359,False
observed,2024,domain:other,en_any,75,79,79,0,0.9493670886075949,78,75,0.9615384615384616,False
observed,2024,domain:other,named_non_en,5,79,79,0,0.06329113924050633,78,5,0.0641025641025641,False
observed,2024,domain:other,multiple_named,2,79,79,0,0.02531645569620253,78,2,0.02564102564102564,False
observed,2024,domain:other,sentinel_present,1,79,79,0,0.012658227848101266,78,0,0.0,False
observed,2024,domain:social_sciences_and_humanities,en_only,211,312,313,1,0.6762820512820513,309,211,0.6828478964401294,False
observed,2024,domain:social_sciences_and_humanities,en_any,270,312,313,1,0.8653846153846154,309,268,0.8673139158576052,False
observed,2024,domain:social_sciences_and_humanities,named_non_en,100,312,313,1,0.32051282051282054,309,98,0.31715210355987056,False
observed,2024,domain:social_sciences_and_humanities,multiple_named,60,312,313,1,0.19230769230769232,309,58,0.18770226537216828,False
observed,2024,domain:social_sciences_and_humanities,sentinel_present,3,312,313,1,0.009615384615384616,309,0,0.0,False
observed,2024,domain:software_and_coding,en_only,399,456,456,0,0.875,447,399,0.8926174496644296,False
observed,2024,domain:software_and_coding,en_any,441,456,456,0,0.9671052631578947,447,438,0.9798657718120806,False
observed,2024,domain:software_and_coding,named_non_en,49,456,456,0,0.1074561403508772,447,48,0.10738255033557047,False
observed,2024,domain:software_and_coding,multiple_named,40,456,456,0,0.08771929824561403,447,39,0.087248322147651,False
observed,2024,domain:software_and_coding,sentinel_present,9,456,456,0,0.019736842105263157,447,0,0.0,False
observed,2025,all,en_only,4141,5268,5277,9,0.7860668185269551,5144,4141,0.8050155520995335,False
observed,2025,all,en_any,4812,5268,5277,9,0.9134396355353075,5144,4772,0.9276827371695179,False
observed,2025,all,named_non_en,1025,5268,5277,9,0.1945709946848899,5144,1003,0.19498444790046657,False
observed,2025,all,multiple_named,686,5268,5277,9,0.1302201974183751,5144,664,0.1290824261275272,False
observed,2025,all,sentinel_present,124,5268,5277,9,0.023538344722854973,5144,0,0.0,False
observed,2025,agent,en_only,710,801,801,0,0.8863920099875156,787,710,0.9021601016518425,False
observed,2025,agent,en_any,773,801,801,0,0.9650436953807741,787,768,0.9758576874205845,False
observed,2025,agent,named_non_en,81,801,801,0,0.10112359550561797,787,77,0.09783989834815757,False
observed,2025,agent,multiple_named,62,801,801,0,0.07740324594257178,787,58,0.07369758576874205,False
observed,2025,agent,sentinel_present,14,801,801,0,0.017478152309612985,787,0,0.0,False
observed,2025,non_agent,en_only,3431,4467,4476,9,0.7680770091784195,4357,3431,0.7874684415882488,False
observed,2025,non_agent,en_any,4039,4467,4476,9,0.9041862547571077,4357,4004,0.9189809501950884,False
observed,2025,non_agent,named_non_en,944,4467,4476,9,0.21132751287217372,4357,926,0.2125315584117512,False
observed,2025,non_agent,multiple_named,624,4467,4476,9,0.1396910678307589,4357,606,0.13908652742712876,False
observed,2025,non_agent,sentinel_present,110,4467,4476,9,0.024625027982986346,4357,0,0.0,False
observed,2025,domain:cybersecurity,en_only,218,235,235,0,0.9276595744680851,231,218,0.9437229437229437,False
observed,2025,domain:cybersecurity,en_any,229,235,235,0,0.9744680851063829,231,228,0.987012987012987,False
observed,2025,domain:cybersecurity,named_non_en,13,235,235,0,0.05531914893617021,231,13,0.05627705627705628,False
observed,2025,domain:cybersecurity,multiple_named,10,235,235,0,0.0425531914893617,231,10,0.04329004329004329,False
observed,2025,domain:cybersecurity,sentinel_present,4,235,235,0,0.01702127659574468,231,0,0.0,False
observed,2025,domain:education,en_only,65,109,109,0,0.5963302752293578,104,65,0.625,False
observed,2025,domain:education,en_any,85,109,109,0,0.7798165137614679,104,85,0.8173076923076923,False
observed,2025,domain:education,named_non_en,39,109,109,0,0.3577981651376147,104,39,0.375,False
observed,2025,domain:education,multiple_named,22,109,109,0,0.2018348623853211,104,22,0.21153846153846154,False
observed,2025,domain:education,sentinel_present,5,109,109,0,0.045871559633027525,104,0,0.0,False
observed,2025,domain:engineering,en_only,316,368,368,0,0.8586956521739131,354,316,0.8926553672316384,False
observed,2025,domain:engineering,en_any,343,368,368,0,0.9320652173913043,354,339,0.9576271186440678,False
observed,2025,domain:engineering,named_non_en,41,368,368,0,0.11141304347826086,354,38,0.10734463276836158,False
observed,2025,domain:engineering,multiple_named,26,368,368,0,0.07065217391304347,354,23,0.06497175141242938,False
observed,2025,domain:engineering,sentinel_present,14,368,368,0,0.03804347826086957,354,0,0.0,False
observed,2025,domain:finance_and_business,en_only,316,434,434,0,0.728110599078341,420,316,0.7523809523809524,False
observed,2025,domain:finance_and_business,en_any,377,434,434,0,0.868663594470046,420,371,0.8833333333333333,False
observed,2025,domain:finance_and_business,named_non_en,107,434,434,0,0.2465437788018433,420,104,0.24761904761904763,False
observed,2025,domain:finance_and_business,multiple_named,60,434,434,0,0.1382488479262673,420,57,0.1357142857142857,False
observed,2025,domain:finance_and_business,sentinel_present,14,434,434,0,0.03225806451612903,420,0,0.0,False
observed,2025,domain:general_or_cross_domain,en_only,1779,2211,2215,4,0.8046132971506106,2167,1779,0.8209506229810798,False
observed,2025,domain:general_or_cross_domain,en_any,2085,2211,2215,4,0.9430122116689281,2167,2067,0.9538532533456391,False
observed,2025,domain:general_or_cross_domain,named_non_en,400,2211,2215,4,0.18091361374943465,2167,388,0.17904937701892015,False
observed,2025,domain:general_or_cross_domain,multiple_named,313,2211,2215,4,0.1415649027589326,2167,301,0.1389017074296262,False
observed,2025,domain:general_or_cross_domain,sentinel_present,44,2211,2215,4,0.01990049751243781,2167,0,0.0,False
observed,2025,domain:healthcare_biomedicine,en_only,434,585,585,0,0.7418803418803419,570,434,0.7614035087719299,False
observed,2025,domain:healthcare_biomedicine,en_any,510,585,585,0,0.8717948717948718,570,502,0.8807017543859649,False
observed,2025,domain:healthcare_biomedicine,named_non_en,139,585,585,0,0.2376068376068376,570,136,0.23859649122807017,False
observed,2025,domain:healthcare_biomedicine,multiple_named,77,585,585,0,0.13162393162393163,570,74,0.12982456140350876,False
observed,2025,domain:healthcare_biomedicine,sentinel_present,15,585,585,0,0.02564102564102564,570,0,0.0,False
observed,2025,domain:language_and_communication,en_only,405,781,787,6,0.5185659411011524,756,405,0.5357142857142857,False
observed,2025,domain:language_and_communication,en_any,639,781,787,6,0.8181818181818182,756,624,0.8253968253968254,False
observed,2025,domain:language_and_communication,named_non_en,358,781,787,6,0.45838668373879643,756,351,0.4642857142857143,False
observed,2025,domain:language_and_communication,multiple_named,247,781,787,6,0.31626120358514725,756,240,0.31746031746031744,False
observed,2025,domain:language_and_communication,sentinel_present,25,781,787,6,0.03201024327784891,756,0,0.0,False
observed,2025,domain:law_and_public_policy,en_only,93,182,182,0,0.510989010989011,178,93,0.5224719101123596,False
observed,2025,domain:law_and_public_policy,en_any,124,182,182,0,0.6813186813186813,178,122,0.6853932584269663,False
observed,2025,domain:law_and_public_policy,named_non_en,86,182,182,0,0.4725274725274725,178,85,0.47752808988764045,False
observed,2025,domain:law_and_public_policy,multiple_named,33,182,182,0,0.1813186813186813,178,32,0.1797752808988764,False
observed,2025,domain:law_and_public_policy,sentinel_present,4,182,182,0,0.02197802197802198,178,0,0.0,False
observed,2025,domain:mathematics_and_formal_reasoning,en_only,476,613,614,1,0.7765089722675367,595,476,0.8,False
observed,2025,domain:mathematics_and_formal_reasoning,en_any,561,613,614,1,0.9151712887438825,595,556,0.934453781512605,False
observed,2025,domain:mathematics_and_formal_reasoning,named_non_en,121,613,614,1,0.19738988580750408,595,119,0.2,False
observed,2025,domain:mathematics_and_formal_reasoning,multiple_named,86,613,614,1,0.1402936378466558,595,84,0.1411764705882353,False
observed,2025,domain:mathematics_and_formal_reasoning,sentinel_present,18,613,614,1,0.02936378466557912,595,0,0.0,False
observed,2025,domain:natural_sciences,en_only,379,470,470,0,0.8063829787234043,462,379,0.8203463203463204,False
observed,2025,domain:natural_sciences,en_any,434,470,470,0,0.9234042553191489,462,430,0.9307359307359307,False
observed,2025,domain:natural_sciences,named_non_en,84,470,470,0,0.17872340425531916,462,83,0.17965367965367965,False
observed,2025,domain:natural_sciences,multiple_named,55,470,470,0,0.11702127659574468,462,54,0.11688311688311688,False
observed,2025,domain:natural_sciences,sentinel_present,8,470,470,0,0.01702127659574468,462,0,0.0,False
observed,2025,domain:other,en_only,181,213,213,0,0.8497652582159625,205,181,0.8829268292682927,False
observed,2025,domain:other,en_any,198,213,213,0,0.9295774647887324,205,196,0.9560975609756097,False
observed,2025,domain:other,named_non_en,25,213,213,0,0.11737089201877934,205,24,0.11707317073170732,False
observed,2025,domain:other,multiple_named,16,213,213,0,0.07511737089201878,205,15,0.07317073170731707,False
observed,2025,domain:other,sentinel_present,8,213,213,0,0.03755868544600939,205,0,0.0,False
observed,2025,domain:social_sciences_and_humanities,en_only,408,619,622,3,0.6591276252019386,603,408,0.6766169154228856,False
observed,2025,domain:social_sciences_and_humanities,en_any,528,619,622,3,0.8529886914378029,603,521,0.8640132669983416,False
observed,2025,domain:social_sciences_and_humanities,named_non_en,199,619,622,3,0.32148626817447495,603,195,0.32338308457711445,False
observed,2025,domain:social_sciences_and_humanities,multiple_named,130,619,622,3,0.210016155088853,603,126,0.208955223880597,False
observed,2025,domain:social_sciences_and_humanities,sentinel_present,16,619,622,3,0.025848142164781908,603,0,0.0,False
observed,2025,domain:software_and_coding,en_only,821,908,909,1,0.9041850220264317,885,821,0.927683615819209,False
observed,2025,domain:software_and_coding,en_any,877,908,909,1,0.9658590308370044,885,871,0.984180790960452,False
observed,2025,domain:software_and_coding,named_non_en,67,908,909,1,0.07378854625550661,885,64,0.07231638418079096,False
observed,2025,domain:software_and_coding,multiple_named,54,908,909,1,0.05947136563876652,885,51,0.0576271186440678,False
observed,2025,domain:software_and_coding,sentinel_present,23,908,909,1,0.025330396475770924,885,0,0.0,False
observed,2026,all,en_only,4723,5728,5734,6,0.8245460893854749,5610,4723,0.8418894830659537,False
observed,2026,all,en_any,5340,5728,5734,6,0.9322625698324022,5610,5306,0.9458110516934046,False
observed,2026,all,named_non_en,911,5728,5734,6,0.15904329608938547,5610,887,0.15811051693404635,False
observed,2026,all,multiple_named,627,5728,5734,6,0.1094622905027933,5610,606,0.10802139037433155,False
observed,2026,all,sentinel_present,118,5728,5734,6,0.020600558659217876,5610,0,0.0,False
observed,2026,agent,en_only,1455,1624,1624,0,0.895935960591133,1599,1455,0.9099437148217636,False
observed,2026,agent,en_any,1569,1624,1624,0,0.9661330049261084,1599,1563,0.9774859287054409,False
observed,2026,agent,named_non_en,147,1624,1624,0,0.09051724137931035,1599,144,0.0900562851782364,False
observed,2026,agent,multiple_named,111,1624,1624,0,0.06834975369458128,1599,109,0.06816760475297061,False
observed,2026,agent,sentinel_present,25,1624,1624,0,0.01539408866995074,1599,0,0.0,False
observed,2026,non_agent,en_only,3268,4104,4110,6,0.7962962962962963,4011,3268,0.8147594116180503,False
observed,2026,non_agent,en_any,3771,4104,4110,6,0.918859649122807,4011,3743,0.9331837447020693,False
observed,2026,non_agent,named_non_en,764,4104,4110,6,0.1861598440545809,4011,743,0.18524058838194965,False
observed,2026,non_agent,multiple_named,516,4104,4110,6,0.12573099415204678,4011,497,0.12390924956369982,False
observed,2026,non_agent,sentinel_present,93,4104,4110,6,0.02266081871345029,4011,0,0.0,False
observed,2026,domain:cybersecurity,en_only,364,388,388,0,0.9381443298969072,383,364,0.9503916449086162,False
observed,2026,domain:cybersecurity,en_any,386,388,388,0,0.9948453608247423,383,382,0.9973890339425587,False
observed,2026,domain:cybersecurity,named_non_en,20,388,388,0,0.05154639175257732,383,19,0.04960835509138381,False
observed,2026,domain:cybersecurity,multiple_named,19,388,388,0,0.04896907216494845,383,18,0.04699738903394256,False
observed,2026,domain:cybersecurity,sentinel_present,5,388,388,0,0.01288659793814433,383,0,0.0,False
observed,2026,domain:education,en_only,105,149,149,0,0.7046979865771812,145,105,0.7241379310344828,False
observed,2026,domain:education,en_any,129,149,149,0,0.8657718120805369,145,128,0.8827586206896552,False
observed,2026,domain:education,named_non_en,41,149,149,0,0.2751677852348993,145,40,0.27586206896551724,False
observed,2026,domain:education,multiple_named,24,149,149,0,0.1610738255033557,145,23,0.15862068965517243,False
observed,2026,domain:education,sentinel_present,4,149,149,0,0.026845637583892617,145,0,0.0,False
observed,2026,domain:engineering,en_only,458,509,509,0,0.899803536345776,500,458,0.916,False
observed,2026,domain:engineering,en_any,490,509,509,0,0.962671905697446,500,489,0.978,False
observed,2026,domain:engineering,named_non_en,42,509,509,0,0.0825147347740668,500,42,0.084,False
observed,2026,domain:engineering,multiple_named,31,509,509,0,0.060903732809430254,500,31,0.062,False
observed,2026,domain:engineering,sentinel_present,9,509,509,0,0.01768172888015717,500,0,0.0,False
observed,2026,domain:finance_and_business,en_only,533,666,667,1,0.8003003003003003,655,533,0.8137404580152672,False
observed,2026,domain:finance_and_business,en_any,615,666,667,1,0.9234234234234234,655,615,0.9389312977099237,False
observed,2026,domain:finance_and_business,named_non_en,123,666,667,1,0.18468468468468469,655,122,0.18625954198473282,False
observed,2026,domain:finance_and_business,multiple_named,83,666,667,1,0.12462462462462462,655,82,0.1251908396946565,False
observed,2026,domain:finance_and_business,sentinel_present,11,666,667,1,0.016516516516516516,655,0,0.0,False
observed,2026,domain:general_or_cross_domain,en_only,1894,2237,2237,0,0.8466696468484578,2197,1894,0.8620846609012289,False
observed,2026,domain:general_or_cross_domain,en_any,2138,2237,2237,0,0.9557443004023245,2197,2121,0.9654073736913974,False
observed,2026,domain:general_or_cross_domain,named_non_en,316,2237,2237,0,0.14126061689763075,2197,303,0.13791533909877104,False
observed,2026,domain:general_or_cross_domain,multiple_named,245,2237,2237,0,0.10952168082253018,2197,233,0.10605370960400547,False
observed,2026,domain:general_or_cross_domain,sentinel_present,40,2237,2237,0,0.017881090746535537,2197,0,0.0,False
observed,2026,domain:healthcare_biomedicine,en_only,608,736,736,0,0.8260869565217391,722,608,0.8421052631578947,False
observed,2026,domain:healthcare_biomedicine,en_any,679,736,736,0,0.9225543478260869,722,676,0.9362880886426593,False
observed,2026,domain:healthcare_biomedicine,named_non_en,116,736,736,0,0.15760869565217392,722,114,0.15789473684210525,False
observed,2026,domain:healthcare_biomedicine,multiple_named,72,736,736,0,0.09782608695652174,722,71,0.09833795013850416,False
observed,2026,domain:healthcare_biomedicine,sentinel_present,14,736,736,0,0.019021739130434784,722,0,0.0,False
observed,2026,domain:language_and_communication,en_only,343,642,647,5,0.5342679127725857,627,343,0.5470494417862839,False
observed,2026,domain:language_and_communication,en_any,526,642,647,5,0.8193146417445483,627,518,0.8261562998405104,False
observed,2026,domain:language_and_communication,named_non_en,292,642,647,5,0.45482866043613707,627,284,0.4529505582137161,False
observed,2026,domain:language_and_communication,multiple_named,191,642,647,5,0.29750778816199375,627,185,0.29505582137161085,False
observed,2026,domain:language_and_communication,sentinel_present,15,642,647,5,0.02336448598130841,627,0,0.0,False
observed,2026,domain:law_and_public_policy,en_only,133,219,219,0,0.6073059360730594,219,133,0.6073059360730594,False
observed,2026,domain:law_and_public_policy,en_any,168,219,219,0,0.7671232876712328,219,168,0.7671232876712328,False
observed,2026,domain:law_and_public_policy,named_non_en,86,219,219,0,0.3926940639269406,219,86,0.3926940639269406,False
observed,2026,domain:law_and_public_policy,multiple_named,36,219,219,0,0.1643835616438356,219,36,0.1643835616438356,False
observed,2026,domain:law_and_public_policy,sentinel_present,0,219,219,0,0.0,219,0,0.0,False
observed,2026,domain:mathematics_and_formal_reasoning,en_only,443,527,528,1,0.8406072106261859,515,443,0.8601941747572815,False
observed,2026,domain:mathematics_and_formal_reasoning,en_any,491,527,528,1,0.9316888045540797,515,488,0.9475728155339805,False
observed,2026,domain:mathematics_and_formal_reasoning,named_non_en,76,527,528,1,0.1442125237191651,515,72,0.13980582524271845,False
observed,2026,domain:mathematics_and_formal_reasoning,multiple_named,49,527,528,1,0.09297912713472485,515,46,0.08932038834951456,False
observed,2026,domain:mathematics_and_formal_reasoning,sentinel_present,12,527,528,1,0.022770398481973434,515,0,0.0,False
observed,2026,domain:natural_sciences,en_only,468,535,535,0,0.874766355140187,530,468,0.8830188679245283,False
observed,2026,domain:natural_sciences,en_any,507,535,535,0,0.9476635514018692,530,505,0.9528301886792453,False
observed,2026,domain:natural_sciences,named_non_en,63,535,535,0,0.11775700934579439,530,62,0.1169811320754717,False
observed,2026,domain:natural_sciences,multiple_named,39,535,535,0,0.07289719626168224,530,38,0.07169811320754717,False
observed,2026,domain:natural_sciences,sentinel_present,5,535,535,0,0.009345794392523364,530,0,0.0,False
observed,2026,domain:other,en_only,216,254,254,0,0.8503937007874016,248,216,0.8709677419354839,False
observed,2026,domain:other,en_any,241,254,254,0,0.9488188976377953,248,241,0.9717741935483871,False
observed,2026,domain:other,named_non_en,32,254,254,0,0.12598425196850394,248,32,0.12903225806451613,False
observed,2026,domain:other,multiple_named,26,254,254,0,0.10236220472440945,248,26,0.10483870967741936,False
observed,2026,domain:other,sentinel_present,6,254,254,0,0.023622047244094488,248,0,0.0,False
observed,2026,domain:social_sciences_and_humanities,en_only,428,639,640,1,0.6697965571205008,621,428,0.6892109500805152,False
observed,2026,domain:social_sciences_and_humanities,en_any,558,639,640,1,0.8732394366197183,621,550,0.8856682769726248,False
observed,2026,domain:social_sciences_and_humanities,named_non_en,201,639,640,1,0.3145539906103286,621,193,0.3107890499194847,False
observed,2026,domain:social_sciences_and_humanities,multiple_named,135,639,640,1,0.2112676056338028,621,128,0.20611916264090177,False
observed,2026,domain:social_sciences_and_humanities,sentinel_present,18,639,640,1,0.028169014084507043,621,0,0.0,False
observed,2026,domain:software_and_coding,en_only,1052,1128,1128,0,0.9326241134751773,1109,1052,0.9486023444544635,False
observed,2026,domain:software_and_coding,en_any,1104,1128,1128,0,0.9787234042553191,1109,1100,0.9918845807033363,False
observed,2026,domain:software_and_coding,named_non_en,61,1128,1128,0,0.054078014184397165,1109,57,0.05139765554553652,False
observed,2026,domain:software_and_coding,multiple_named,51,1128,1128,0,0.04521276595744681,1109,48,0.04328223624887286,False
observed,2026,domain:software_and_coding,sentinel_present,19,1128,1128,0,0.016843971631205674,1109,0,0.0,False
jan_aug,all,all,en_only,8959,11128,11146,18,0.8050862688713156,10918,8959,0.8205715332478476,False
jan_aug,all,all,en_any,10286,11128,11146,18,0.9243350107836089,10918,10215,0.9356109177505038,False
jan_aug,all,all,named_non_en,2003,11128,11146,18,0.1799964054636952,10918,1959,0.1794284667521524,False
jan_aug,all,all,multiple_named,1352,11128,11146,18,0.12149532710280374,10918,1311,0.12007693716797949,False
jan_aug,all,all,sentinel_present,210,11128,11146,18,0.018871315600287562,10918,0,0.0,False
jan_aug,all,agent,en_only,1992,2228,2228,0,0.8940754039497307,2193,1992,0.908344733242134,False
jan_aug,all,agent,en_any,2153,2228,2228,0,0.9663375224416517,2193,2142,0.9767441860465116,False
jan_aug,all,agent,named_non_en,208,2228,2228,0,0.0933572710951526,2193,201,0.09165526675786594,False
jan_aug,all,agent,multiple_named,157,2228,2228,0,0.07046678635547576,2193,151,0.06885544915640675,False
jan_aug,all,agent,sentinel_present,35,2228,2228,0,0.01570915619389587,2193,0,0.0,False
jan_aug,all,non_agent,en_only,6967,8900,8918,18,0.7828089887640449,8725,6967,0.7985100286532951,False
jan_aug,all,non_agent,en_any,8133,8900,8918,18,0.9138202247191011,8725,8073,0.925272206303725,False
jan_aug,all,non_agent,named_non_en,1795,8900,8918,18,0.20168539325842696,8725,1758,0.20148997134670488,False
jan_aug,all,non_agent,multiple_named,1195,8900,8918,18,0.13426966292134832,8725,1160,0.1329512893982808,False
jan_aug,all,non_agent,sentinel_present,175,8900,8918,18,0.019662921348314606,8725,0,0.0,False
jan_aug,all,domain:cybersecurity,en_only,538,579,579,0,0.9291882556131261,571,538,0.9422066549912435,False
jan_aug,all,domain:cybersecurity,en_any,573,579,579,0,0.9896373056994818,571,567,0.9929947460595446,False
jan_aug,all,domain:cybersecurity,named_non_en,34,579,579,0,0.05872193436960276,571,33,0.05779334500875657,False
jan_aug,all,domain:cybersecurity,multiple_named,30,579,579,0,0.05181347150259067,571,29,0.050788091068301226,False
jan_aug,all,domain:cybersecurity,sentinel_present,8,579,579,0,0.013816925734024179,571,0,0.0,False
jan_aug,all,domain:education,en_only,176,264,264,0,0.6666666666666666,256,176,0.6875,False
jan_aug,all,domain:education,en_any,216,264,264,0,0.8181818181818182,256,215,0.83984375,False
jan_aug,all,domain:education,named_non_en,81,264,264,0,0.3068181818181818,256,80,0.3125,False
jan_aug,all,domain:education,multiple_named,42,264,264,0,0.1590909090909091,256,41,0.16015625,False
jan_aug,all,domain:education,sentinel_present,8,264,264,0,0.030303030303030304,256,0,0.0,False
jan_aug,all,domain:engineering,en_only,708,800,800,0,0.885,786,708,0.9007633587786259,False
jan_aug,all,domain:engineering,en_any,762,800,800,0,0.9525,786,759,0.9656488549618321,False
jan_aug,all,domain:engineering,named_non_en,80,800,800,0,0.1,786,78,0.09923664122137404,False
jan_aug,all,domain:engineering,multiple_named,53,800,800,0,0.06625,786,51,0.0648854961832061,False
jan_aug,all,domain:engineering,sentinel_present,14,800,800,0,0.0175,786,0,0.0,False
jan_aug,all,domain:finance_and_business,en_only,802,1052,1053,1,0.7623574144486692,1034,802,0.7756286266924565,False
jan_aug,all,domain:finance_and_business,en_any,937,1052,1053,1,0.8906844106463878,1034,935,0.9042553191489362,False
jan_aug,all,domain:finance_and_business,named_non_en,235,1052,1053,1,0.22338403041825095,1034,232,0.22437137330754353,False
jan_aug,all,domain:finance_and_business,multiple_named,139,1052,1053,1,0.13212927756653992,1034,136,0.13152804642166344,False
jan_aug,all,domain:finance_and_business,sentinel_present,18,1052,1053,1,0.017110266159695818,1034,0,0.0,False
jan_aug,all,domain:general_or_cross_domain,en_only,3798,4621,4628,7,0.8219000216403376,4543,3798,0.8360114461809377,False
jan_aug,all,domain:general_or_cross_domain,en_any,4379,4621,4628,7,0.9476303830339753,4543,4340,0.9553158705701078,False
jan_aug,all,domain:general_or_cross_domain,named_non_en,774,4621,4628,7,0.16749621294092187,4543,745,0.1639885538190623,False
jan_aug,all,domain:general_or_cross_domain,multiple_named,589,4621,4628,7,0.12746158840077906,4543,561,0.1234866828087167,False
jan_aug,all,domain:general_or_cross_domain,sentinel_present,78,4621,4628,7,0.016879463319627787,4543,0,0.0,False
jan_aug,all,domain:healthcare_biomedicine,en_only,1012,1296,1296,0,0.7808641975308642,1273,1012,0.7949725058915946,False
jan_aug,all,domain:healthcare_biomedicine,en_any,1160,1296,1296,0,0.8950617283950617,1273,1152,0.9049489395129615,False
jan_aug,all,domain:healthcare_biomedicine,named_non_en,266,1296,1296,0,0.2052469135802469,1273,261,0.20502749410840534,False
jan_aug,all,domain:healthcare_biomedicine,multiple_named,152,1296,1296,0,0.11728395061728394,1273,148,0.11626080125687353,False
jan_aug,all,domain:healthcare_biomedicine,sentinel_present,23,1296,1296,0,0.017746913580246913,1273,0,0.0,False
jan_aug,all,domain:language_and_communication,en_only,907,1646,1660,14,0.5510328068043743,1607,907,0.5644057249533292,False
jan_aug,all,domain:language_and_communication,en_any,1366,1646,1660,14,0.8298906439854192,1607,1340,0.8338518979464842,False
jan_aug,all,domain:language_and_communication,named_non_en,716,1646,1660,14,0.4349939246658566,1607,700,0.4355942750466708,False
jan_aug,all,domain:language_and_communication,multiple_named,480,1646,1660,14,0.2916160388821385,1607,466,0.2899813316739266,False
jan_aug,all,domain:language_and_communication,sentinel_present,39,1646,1660,14,0.023693803159173753,1607,0,0.0,False
jan_aug,all,domain:law_and_public_policy,en_only,209,386,386,0,0.5414507772020726,383,209,0.5456919060052219,False
jan_aug,all,domain:law_and_public_policy,en_any,278,386,386,0,0.7202072538860104,383,277,0.7232375979112271,False
jan_aug,all,domain:law_and_public_policy,named_non_en,175,386,386,0,0.4533678756476684,383,174,0.45430809399477806,False
jan_aug,all,domain:law_and_public_policy,multiple_named,74,386,386,0,0.19170984455958548,383,73,0.1906005221932115,False
jan_aug,all,domain:law_and_public_policy,sentinel_present,3,386,386,0,0.007772020725388601,383,0,0.0,False
jan_aug,all,domain:mathematics_and_formal_reasoning,en_only,937,1195,1198,3,0.7841004184100419,1163,937,0.8056749785038693,False
jan_aug,all,domain:mathematics_and_formal_reasoning,en_any,1088,1195,1198,3,0.9104602510460251,1163,1078,0.9269131556319863,False
jan_aug,all,domain:mathematics_and_formal_reasoning,named_non_en,236,1195,1198,3,0.19748953974895397,1163,226,0.1943250214961307,False
jan_aug,all,domain:mathematics_and_formal_reasoning,multiple_named,155,1195,1198,3,0.1297071129707113,1163,146,0.12553740326741186,False
