cohort,domain,year,valid_n,exposure_n,outcome_n,both_n,neither_n,exposure_only_n,outcome_only_n,exposure_share,outcome_share,p_exposed,p_unexposed,risk_difference,joint_share,independence_product,excess_joint_share,lift,agent_language,agent_n,interactive_n
primary,law_and_public_policy,2026,219,115,118,68,54,47,50,0.5251141552511416,0.5388127853881278,0.591304347826087,0.4807692307692308,0.1105351170568562,0.3105022831050228,0.2829382206376014,0.027564062467421435,1.0974207811348562,"{""both_n"": 44, ""excess_joint_share"": 0.04007422697608473, ""exposure_n"": 58, ""exposure_only_n"": 14, ""exposure_share"": 0.2648401826484018, ""independence_product"": 0.16083901503304768, ""joint_share"": 0.2009132420091324, ""lift"": 1.2491573761991184, ""neither_n"": 72, ""outcome_n"": 133, ""outcome_only_n"": 89, ""outcome_share"": 0.6073059360730594, ""p_exposed"": 0.7586206896551724, ""p_unexposed"": 0.5527950310559007, ""risk_difference"": 0.2058256585992717, ""valid_n"": 219}","{""n"": 58, ""share"": 0.2648401826484018, ""valid_n"": 219}","{""n"": 52, ""share"": 0.2374429223744292, ""valid_n"": 219}"
primary,mathematics_and_formal_reasoning,all,1139,488,344,177,484,311,167,0.42844600526777876,0.30201931518876207,0.36270491803278687,0.2565284178187404,0.10617650021404645,0.15539947322212466,0.12939896910633528,0.026000504115789386,1.200932853602745,"{""both_n"": 125, ""excess_joint_share"": 0.011482406764530856, ""exposure_n"": 141, ""exposure_only_n"": 16, ""exposure_share"": 0.12411971830985916, ""independence_product"": 0.09855280450307478, ""joint_share"": 0.11003521126760564, ""lift"": 1.1165101979839915, ""neither_n"": 218, ""outcome_n"": 902, ""outcome_only_n"": 777, ""outcome_share"": 0.7940140845070423, ""p_exposed"": 0.8865248226950354, ""p_unexposed"": 0.7809045226130653, ""risk_difference"": 0.1056203000819701, ""valid_n"": 1136}","{""n"": 141, ""share"": 0.1237928007023705, ""valid_n"": 1139}","{""n"": 171, ""share"": 0.15013169446883232, ""valid_n"": 1139}"
primary,mathematics_and_formal_reasoning,2024,210,88,34,16,104,72,18,0.41904761904761906,0.1619047619047619,0.18181818181818182,0.14754098360655737,0.03427719821162445,0.0761904761904762,0.06784580498866213,0.008344671201814063,1.1229946524064172,"{""both_n"": 8, ""excess_joint_share"": 0.002564043863464663, ""exposure_n"": 10, ""exposure_only_n"": 2, ""exposure_share"": 0.04784688995215311, ""independence_product"": 0.035713468098257824, ""joint_share"": 0.03827751196172249, ""lift"": 1.0717948717948718, ""neither_n"": 51, ""outcome_n"": 156, ""outcome_only_n"": 148, ""outcome_share"": 0.7464114832535885, ""p_exposed"": 0.8, ""p_unexposed"": 0.7437185929648241, ""risk_difference"": 0.05628140703517592, ""valid_n"": 209}","{""n"": 10, ""share"": 0.047619047619047616, ""valid_n"": 210}","{""n"": 7, ""share"": 0.03333333333333333, ""valid_n"": 210}"
primary,mathematics_and_formal_reasoning,2025,401,164,129,61,169,103,68,0.4089775561097257,0.32169576059850374,0.3719512195121951,0.2869198312236287,0.08503138828856643,0.15211970074812967,0.13156634598043546,0.02055335476769421,1.1562204575534125,"{""both_n"": 27, ""excess_joint_share"": 0.006900000000000003, ""exposure_n"": 32, ""exposure_only_n"": 5, ""exposure_share"": 0.08, ""independence_product"": 0.0606, ""joint_share"": 0.0675, ""lift"": 1.113861386138614, ""neither_n"": 92, ""outcome_n"": 303, ""outcome_only_n"": 276, ""outcome_share"": 0.7575, ""p_exposed"": 0.84375, ""p_unexposed"": 0.75, ""risk_difference"": 0.09375, ""valid_n"": 400}","{""n"": 32, ""share"": 0.0798004987531172, ""valid_n"": 401}","{""n"": 44, ""share"": 0.10972568578553615, ""valid_n"": 401}"
primary,mathematics_and_formal_reasoning,2026,528,236,181,100,211,136,81,0.44696969696969696,0.3428030303030303,0.423728813559322,0.2773972602739726,0.1463315532853494,0.1893939393939394,0.1532225665748393,0.0361713728191001,1.2360707931454258,"{""both_n"": 90, ""excess_joint_share"": 0.01286505910437874, ""exposure_n"": 99, ""exposure_only_n"": 9, ""exposure_share"": 0.18785578747628084, ""independence_product"": 0.15791292951042202, ""joint_share"": 0.17077798861480076, ""lift"": 1.0814693207469732, ""neither_n"": 75, ""outcome_n"": 443, ""outcome_only_n"": 353, ""outcome_share"": 0.8406072106261859, ""p_exposed"": 0.9090909090909091, ""p_unexposed"": 0.8247663551401869, ""risk_difference"": 0.08432455395072214, ""valid_n"": 527}","{""n"": 99, ""share"": 0.1875, ""valid_n"": 528}","{""n"": 120, ""share"": 0.22727272727272727, ""valid_n"": 528}"
primary,natural_sciences,all,938,435,406,216,313,219,190,0.46375266524520253,0.43283582089552236,0.496551724137931,0.37773359840954274,0.11881812572838829,0.2302771855010661,0.20072876555389366,0.029548419947172444,1.147205707491082,"{""both_n"": 183, ""excess_joint_share"": 0.01927480461506531, ""exposure_n"": 197, ""exposure_only_n"": 14, ""exposure_share"": 0.20979765708200213, ""independence_product"": 0.17561337429867271, ""joint_share"": 0.19488817891373802, ""lift"": 1.1097570426628434, ""neither_n"": 139, ""outcome_n"": 786, ""outcome_only_n"": 603, ""outcome_share"": 0.8370607028753994, ""p_exposed"": 0.9289340101522843, ""p_unexposed"": 0.8126684636118598, ""risk_difference"": 0.11626554654042442, ""valid_n"": 939}","{""n"": 197, ""share"": 0.20979765708200213, ""valid_n"": 939}","{""n"": 150, ""share"": 0.1597444089456869, ""valid_n"": 939}"
primary,natural_sciences,2024,120,53,30,18,55,35,12,0.44166666666666665,0.25,0.33962264150943394,0.1791044776119403,0.16051816389749365,0.15,0.11041666666666666,0.03958333333333333,1.3584905660377358,"{""both_n"": 11, ""excess_joint_share"": 0.023290758827948913, ""exposure_n"": 11, ""exposure_only_n"": 0, ""exposure_share"": 0.09090909090909091, ""independence_product"": 0.067618332081142, ""joint_share"": 0.09090909090909091, ""lift"": 1.3444444444444446, ""neither_n"": 31, ""outcome_n"": 90, ""outcome_only_n"": 79, ""outcome_share"": 0.743801652892562, ""p_exposed"": 1.0, ""p_unexposed"": 0.7181818181818181, ""risk_difference"": 0.28181818181818186, ""valid_n"": 121}","{""n"": 11, ""share"": 0.09090909090909091, ""valid_n"": 121}","{""n"": 6, ""share"": 0.049586776859504134, ""valid_n"": 121}"
primary,natural_sciences,2025,283,142,130,72,83,70,58,0.5017667844522968,0.45936395759717313,0.5070422535211268,0.41134751773049644,0.09569473579063031,0.254416961130742,0.2304935758968148,0.02392338523392723,1.103791982665222,"{""both_n"": 23, ""excess_joint_share"": 0.012948095244041002, ""exposure_n"": 24, ""exposure_only_n"": 1, ""exposure_share"": 0.08480565371024736, ""independence_product"": 0.0683239895616127, ""joint_share"": 0.0812720848056537, ""lift"": 1.1895102339181287, ""neither_n"": 54, ""outcome_n"": 228, ""outcome_only_n"": 205, ""outcome_share"": 0.8056537102473498, ""p_exposed"": 0.9583333333333334, ""p_unexposed"": 0.7915057915057915, ""risk_difference"": 0.1668275418275419, ""valid_n"": 283}","{""n"": 24, ""share"": 0.08480565371024736, ""valid_n"": 283}","{""n"": 19, ""share"": 0.06713780918727916, ""valid_n"": 283}"
primary,natural_sciences,2026,535,240,246,126,175,114,120,0.4485981308411215,0.45981308411214955,0.525,0.4067796610169492,0.11822033898305084,0.23551401869158878,0.20627129006900166,0.029242728622587116,1.1417682926829267,"{""both_n"": 149, ""excess_joint_share"": 0.013622150406149003, ""exposure_n"": 162, ""exposure_only_n"": 13, ""exposure_share"": 0.30280373831775703, ""independence_product"": 0.26488252249104727, ""joint_share"": 0.27850467289719627, ""lift"": 1.0514271393901022, ""neither_n"": 54, ""outcome_n"": 468, ""outcome_only_n"": 319, ""outcome_share"": 0.874766355140187, ""p_exposed"": 0.9197530864197531, ""p_unexposed"": 0.8552278820375335, ""risk_difference"": 0.06452520438221954, ""valid_n"": 535}","{""n"": 162, ""share"": 0.30280373831775703, ""valid_n"": 535}","{""n"": 125, ""share"": 0.2336448598130841, ""valid_n"": 535}"
primary,other,all,424,245,163,114,130,131,49,0.5778301886792453,0.38443396226415094,0.46530612244897956,0.2737430167597765,0.19156310568920304,0.2688679245283019,0.2221375489498042,0.046730375578497685,1.210366846124953,"{""both_n"": 103, ""excess_joint_share"": -0.005434540761836942, ""exposure_n"": 121, ""exposure_only_n"": 18, ""exposure_share"": 0.28537735849056606, ""independence_product"": 0.24835906906372374, ""joint_share"": 0.2429245283018868, ""lift"": 0.9781182109341755, ""neither_n"": 37, ""outcome_n"": 369, ""outcome_only_n"": 266, ""outcome_share"": 0.8702830188679245, ""p_exposed"": 0.8512396694214877, ""p_unexposed"": 0.8778877887788779, ""risk_difference"": -0.0266481193573902, ""valid_n"": 424}","{""n"": 121, ""share"": 0.28537735849056606, ""valid_n"": 424}","{""n"": 93, ""share"": 0.21933962264150944, ""valid_n"": 424}"
primary,other,2024,41,19,12,6,16,13,6,0.4634146341463415,0.2926829268292683,0.3157894736842105,0.2727272727272727,0.0430622009569378,0.14634146341463414,0.1356335514574658,0.010707911957168331,1.0789473684210524,"{""both_n"": 11, ""excess_joint_share"": 0.006543723973825133, ""exposure_n"": 11, ""exposure_only_n"": 0, ""exposure_share"": 0.2682926829268293, ""independence_product"": 0.26174895895300415, ""joint_share"": 0.2682926829268293, ""lift"": 1.0250000000000001, ""neither_n"": 1, ""outcome_n"": 40, ""outcome_only_n"": 29, ""outcome_share"": 0.975609756097561, ""p_exposed"": 1.0, ""p_unexposed"": 0.9666666666666667, ""risk_difference"": 0.033333333333333326, ""valid_n"": 41}","{""n"": 11, ""share"": 0.2682926829268293, ""valid_n"": 41}","{""n"": 7, ""share"": 0.17073170731707318, ""valid_n"": 41}"
primary,other,2025,129,82,51,43,39,39,8,0.6356589147286822,0.3953488372093023,0.524390243902439,0.1702127659574468,0.3541774779449922,0.3333333333333333,0.25130701279971157,0.08202632053362174,1.3263988522238161,"{""both_n"": 21, ""excess_joint_share"": 0.020191094285199218, ""exposure_n"": 21, ""exposure_only_n"": 0, ""exposure_share"": 0.16279069767441862, ""independence_product"": 0.1425996033892194, ""joint_share"": 0.16279069767441862, ""lift"": 1.1415929203539823, ""neither_n"": 16, ""outcome_n"": 113, ""outcome_only_n"": 92, ""outcome_share"": 0.875968992248062, ""p_exposed"": 1.0, ""p_unexposed"": 0.8518518518518519, ""risk_difference"": 0.14814814814814814, ""valid_n"": 129}","{""n"": 21, ""share"": 0.16279069767441862, ""valid_n"": 129}","{""n"": 17, ""share"": 0.13178294573643412, ""valid_n"": 129}"
primary,other,2026,254,144,100,65,75,79,35,0.5669291338582677,0.3937007874015748,0.4513888888888889,0.3181818181818182,0.13320707070707072,0.2559055118110236,0.2232004464008928,0.032705065410130824,1.1465277777777778,"{""both_n"": 71, ""excess_joint_share"": -0.018445036890073763, ""exposure_n"": 89, ""exposure_only_n"": 18, ""exposure_share"": 0.35039370078740156, ""independence_product"": 0.2979725959451919, ""joint_share"": 0.2795275590551181, ""lift"": 0.9380982105701208, ""neither_n"": 20, ""outcome_n"": 216, ""outcome_only_n"": 145, ""outcome_share"": 0.8503937007874016, ""p_exposed"": 0.797752808988764, ""p_unexposed"": 0.8787878787878788, ""risk_difference"": -0.08103506979911479, ""valid_n"": 254}","{""n"": 89, ""share"": 0.35039370078740156, ""valid_n"": 254}","{""n"": 69, ""share"": 0.27165354330708663, ""valid_n"": 254}"
primary,social_sciences_and_humanities,all,1195,629,473,295,388,334,178,0.5263598326359833,0.39581589958158997,0.46899841017488075,0.31448763250883394,0.15451077766604682,0.24686192468619247,0.20834159065842686,0.03852033402776561,1.1848902751775527,"{""both_n"": 95, ""excess_joint_share"": 0.01851608537929765, ""exposure_n"": 109, ""exposure_only_n"": 14, ""exposure_share"": 0.09136630343671416, ""independence_product"": 0.06111509651508626, ""joint_share"": 0.07963118189438391, ""lift"": 1.3029707295762343, ""neither_n"": 381, ""outcome_n"": 798, ""outcome_only_n"": 703, ""outcome_share"": 0.6689019279128248, ""p_exposed"": 0.8715596330275229, ""p_unexposed"": 0.6485239852398524, ""risk_difference"": 0.2230356477876705, ""valid_n"": 1193}","{""n"": 109, ""share"": 0.09121338912133892, ""valid_n"": 1195}","{""n"": 166, ""share"": 0.1389121338912134, ""valid_n"": 1195}"
primary,social_sciences_and_humanities,2024,191,92,49,32,82,60,17,0.4816753926701571,0.25654450261780104,0.34782608695652173,0.1717171717171717,0.17610891523935002,0.16753926701570682,0.12357117403579945,0.043968092979907364,1.3558118899733809,"{""both_n"": 8, ""excess_joint_share"": 0.009813327485540424, ""exposure_n"": 9, ""exposure_only_n"": 1, ""exposure_share"": 0.04712041884816754, ""independence_product"": 0.03207148926838628, ""joint_share"": 0.041884816753926704, ""lift"": 1.3059829059829062, ""neither_n"": 60, ""outcome_n"": 130, ""outcome_only_n"": 122, ""outcome_share"": 0.680628272251309, ""p_exposed"": 0.8888888888888888, ""p_unexposed"": 0.6703296703296703, ""risk_difference"": 0.21855921855921856, ""valid_n"": 191}","{""n"": 9, ""share"": 0.04712041884816754, ""valid_n"": 191}","{""n"": 15, ""share"": 0.07853403141361257, ""valid_n"": 191}"
primary,social_sciences_and_humanities,2025,364,203,142,89,108,114,53,0.5576923076923077,0.3901098901098901,0.43842364532019706,0.32919254658385094,0.10923109873634612,0.2445054945054945,0.2175612848689772,0.026944209636517308,1.123846527440505,"{""both_n"": 13, ""excess_joint_share"": 0.012134872390319424, ""exposure_n"": 13, ""exposure_only_n"": 0, ""exposure_share"": 0.03581267217630854, ""independence_product"": 0.023677799785989117, ""joint_share"": 0.03581267217630854, ""lift"": 1.5125000000000002, ""neither_n"": 123, ""outcome_n"": 240, ""outcome_only_n"": 227, ""outcome_share"": 0.6611570247933884, ""p_exposed"": 1.0, ""p_unexposed"": 0.6485714285714286, ""risk_difference"": 0.3514285714285714, ""valid_n"": 363}","{""n"": 13, ""share"": 0.03571428571428571, ""valid_n"": 364}","{""n"": 29, ""share"": 0.07967032967032966, ""valid_n"": 364}"
primary,social_sciences_and_humanities,2026,640,334,282,174,198,160,108,0.521875,0.440625,0.5209580838323353,0.35294117647058826,0.16801690736174707,0.271875,0.229951171875,0.04192382812499998,1.1823162186265765,"{""both_n"": 74, ""excess_joint_share"": 0.024612988310667355, ""exposure_n"": 87, ""exposure_only_n"": 13, ""exposure_share"": 0.13615023474178403, ""independence_product"": 0.09119295848119494, ""joint_share"": 0.11580594679186229, ""lift"": 1.2699000966806318, ""neither_n"": 198, ""outcome_n"": 428, ""outcome_only_n"": 354, ""outcome_share"": 0.6697965571205008, ""p_exposed"": 0.8505747126436781, ""p_unexposed"": 0.6413043478260869, ""risk_difference"": 0.2092703648175912, ""valid_n"": 639}","{""n"": 87, ""share"": 0.1359375, ""valid_n"": 640}","{""n"": 122, ""share"": 0.190625, ""valid_n"": 640}"
primary,software_and_coding,all,1953,903,580,343,813,560,237,0.46236559139784944,0.296979006656426,0.3798449612403101,0.2257142857142857,0.15413067552602439,0.17562724014336917,0.1373128740454443,0.03831436609792488,1.2790296712109062,"{""both_n"": 596, ""excess_joint_share"": 0.00765450735689327, ""exposure_n"": 634, ""exposure_only_n"": 38, ""exposure_share"": 0.32479508196721313, ""independence_product"": 0.2976733614955657, ""joint_share"": 0.305327868852459, ""lift"": 1.0257144519698895, ""neither_n"": 125, ""outcome_n"": 1789, ""outcome_only_n"": 1193, ""outcome_share"": 0.9164959016393442, ""p_exposed"": 0.9400630914826499, ""p_unexposed"": 0.9051593323216995, ""risk_difference"": 0.03490375916095034, ""valid_n"": 1952}","{""n"": 634, ""share"": 0.32462877624167946, ""valid_n"": 1953}","{""n"": 568, ""share"": 0.29083461341525857, ""valid_n"": 1953}"
primary,software_and_coding,2024,270,103,42,24,149,79,18,0.3814814814814815,0.15555555555555556,0.23300970873786409,0.10778443113772455,0.12522527760013952,0.08888888888888889,0.05934156378600823,0.02954732510288066,1.4979195561719834,"{""both_n"": 21, ""excess_joint_share"": 0.005349794238683134, ""exposure_n"": 22, ""exposure_only_n"": 1, ""exposure_share"": 0.08148148148148149, ""independence_product"": 0.07242798353909465, ""joint_share"": 0.07777777777777778, ""lift"": 1.0738636363636365, ""neither_n"": 29, ""outcome_n"": 240, ""outcome_only_n"": 219, ""outcome_share"": 0.8888888888888888, ""p_exposed"": 0.9545454545454546, ""p_unexposed"": 0.8830645161290323, ""risk_difference"": 0.07148093841642233, ""valid_n"": 270}","{""n"": 22, ""share"": 0.08148148148148149, ""valid_n"": 270}","{""n"": 19, ""share"": 0.07037037037037037, ""valid_n"": 270}"
primary,software_and_coding,2025,555,260,142,89,242,171,53,0.46846846846846846,0.25585585585585585,0.3423076923076923,0.17966101694915254,0.16264667535853977,0.16036036036036036,0.11986040094148202,0.04049995941887834,1.3378927410617552,"{""both_n"": 99, ""excess_joint_share"": 0.005431453557325133, ""exposure_n"": 107, ""exposure_only_n"": 8, ""exposure_share"": 0.1931407942238267, ""independence_product"": 0.1732689074535052, ""joint_share"": 0.17870036101083034, ""lift"": 1.0313469602662706, ""neither_n"": 49, ""outcome_n"": 497, ""outcome_only_n"": 398, ""outcome_share"": 0.8971119133574007, ""p_exposed"": 0.9252336448598131, ""p_unexposed"": 0.8903803131991052, ""risk_difference"": 0.03485333166070792, ""valid_n"": 554}","{""n"": 107, ""share"": 0.1927927927927928, ""valid_n"": 555}","{""n"": 103, ""share"": 0.18558558558558558, ""valid_n"": 555}"
primary,software_and_coding,2026,1128,540,396,230,422,310,166,0.4787234042553192,0.35106382978723405,0.42592592592592593,0.282312925170068,0.14361300075585792,0.20390070921985815,0.1680624717066546,0.03583823751320356,1.2132435465768798,"{""both_n"": 476, ""excess_joint_share"": 0.00445463004879032, ""exposure_n"": 505, ""exposure_only_n"": 29, ""exposure_share"": 0.44769503546099293, ""independence_product"": 0.41753118555404656, ""joint_share"": 0.4219858156028369, ""lift"": 1.0106689756428116, ""neither_n"": 47, ""outcome_n"": 1052, ""outcome_only_n"": 576, ""outcome_share"": 0.9326241134751773, ""p_exposed"": 0.9425742574257425, ""p_unexposed"": 0.9245585874799358, ""risk_difference"": 0.018015669945806723, ""valid_n"": 1128}","{""n"": 505, ""share"": 0.44769503546099293, ""valid_n"": 1128}","{""n"": 446, ""share"": 0.3953900709219858, ""valid_n"": 1128}"
same_year_version,cybersecurity,all,530,270,218,136,178,134,82,0.5094339622641509,0.41132075471698115,0.5037037037037037,0.3153846153846154,0.18831908831908828,0.25660377358490566,0.20954076183695267,0.04706301174795299,1.2246007475365273,"{""both_n"": 254, ""excess_joint_share"": 0.010640797436810234, ""exposure_n"": 267, ""exposure_only_n"": 13, ""exposure_share"": 0.5037735849056604, ""independence_product"": 0.4686044855820577, ""joint_share"": 0.47924528301886793, ""lift"": 1.022707416945856, ""neither_n"": 24, ""outcome_n"": 493, ""outcome_only_n"": 239, ""outcome_share"": 0.930188679245283, ""p_exposed"": 0.951310861423221, ""p_unexposed"": 0.908745247148289, ""risk_difference"": 0.042565614274931995, ""valid_n"": 530}","{""n"": 267, ""share"": 0.5037735849056604, ""valid_n"": 530}","{""n"": 222, ""share"": 0.4188679245283019, ""valid_n"": 530}"
same_year_version,cybersecurity,2024,39,24,12,7,10,17,5,0.6153846153846154,0.3076923076923077,0.2916666666666667,0.3333333333333333,-0.04166666666666663,0.1794871794871795,0.1893491124260355,-0.00986193293885601,0.9479166666666667,"{""both_n"": 3, ""excess_joint_share"": -0.00986193293885601, ""exposure_n"": 4, ""exposure_only_n"": 1, ""exposure_share"": 0.10256410256410256, ""independence_product"": 0.08678500986193294, ""joint_share"": 0.07692307692307693, ""lift"": 0.8863636363636365, ""neither_n"": 5, ""outcome_n"": 33, ""outcome_only_n"": 30, ""outcome_share"": 0.8461538461538461, ""p_exposed"": 0.75, ""p_unexposed"": 0.8571428571428571, ""risk_difference"": -0.1071428571428571, ""valid_n"": 39}","{""n"": 4, ""share"": 0.10256410256410256, ""valid_n"": 39}","{""n"": 4, ""share"": 0.10256410256410256, ""valid_n"": 39}"
same_year_version,cybersecurity,2025,103,54,42,30,37,24,12,0.5242718446601942,0.4077669902912621,0.5555555555555556,0.24489795918367346,0.3106575963718821,0.2912621359223301,0.2137807521915355,0.07748138373079458,1.3624338624338623,"{""both_n"": 34, ""excess_joint_share"": 0.02243378263738338, ""exposure_n"": 34, ""exposure_only_n"": 0, ""exposure_share"": 0.3300970873786408, ""independence_product"": 0.3076633047412574, ""joint_share"": 0.3300970873786408, ""lift"": 1.0729166666666667, ""neither_n"": 7, ""outcome_n"": 96, ""outcome_only_n"": 62, ""outcome_share"": 0.9320388349514563, ""p_exposed"": 1.0, ""p_unexposed"": 0.8985507246376812, ""risk_difference"": 0.10144927536231885, ""valid_n"": 103}","{""n"": 34, ""share"": 0.3300970873786408, ""valid_n"": 103}","{""n"": 36, ""share"": 0.34951456310679613, ""valid_n"": 103}"
same_year_version,cybersecurity,2026,388,192,164,99,131,93,65,0.4948453608247423,0.422680412371134,0.515625,0.33163265306122447,0.18399234693877553,0.2551546391752577,0.20916144117334468,0.04599319800191304,1.2198932926829267,"{""both_n"": 217, ""excess_joint_share"": 0.005579764055691383, ""exposure_n"": 229, ""exposure_only_n"": 12, ""exposure_share"": 0.5902061855670103, ""independence_product"": 0.5536985864597725, ""joint_share"": 0.5592783505154639, ""lift"": 1.010077258985556, ""neither_n"": 12, ""outcome_n"": 364, ""outcome_only_n"": 147, ""outcome_share"": 0.9381443298969072, ""p_exposed"": 0.9475982532751092, ""p_unexposed"": 0.9245283018867925, ""risk_difference"": 0.02306995138831669, ""valid_n"": 388}","{""n"": 229, ""share"": 0.5902061855670103, ""valid_n"": 388}","{""n"": 182, ""share"": 0.4690721649484536, ""valid_n"": 388}"
same_year_version,education,all,236,127,117,79,71,48,38,0.538135593220339,0.4957627118644068,0.6220472440944882,0.3486238532110092,0.273423390883479,0.3347457627118644,0.2667875610456765,0.06795820166618788,1.2547277744128138,"{""both_n"": 29, ""excess_joint_share"": 0.024220769893708707, ""exposure_n"": 35, ""exposure_only_n"": 6, ""exposure_share"": 0.1483050847457627, ""independence_product"": 0.09866058603849469, ""joint_share"": 0.1228813559322034, ""lift"": 1.2454959053685168, ""neither_n"": 73, ""outcome_n"": 157, ""outcome_only_n"": 128, ""outcome_share"": 0.6652542372881356, ""p_exposed"": 0.8285714285714286, ""p_unexposed"": 0.6368159203980099, ""risk_difference"": 0.1917555081734187, ""valid_n"": 236}","{""n"": 35, ""share"": 0.1483050847457627, ""valid_n"": 236}","{""n"": 47, ""share"": 0.19915254237288135, ""valid_n"": 236}"
same_year_version,education,2024,30,12,12,7,13,5,5,0.4,0.4,0.5833333333333334,0.2777777777777778,0.3055555555555556,0.23333333333333334,0.16,0.07333333333333333,1.4583333333333333,"{""both_n"": 1, ""excess_joint_share"": 0.01111111111111111, ""exposure_n"": 1, ""exposure_only_n"": 0, ""exposure_share"": 0.03333333333333333, ""independence_product"": 0.022222222222222223, ""joint_share"": 0.03333333333333333, ""lift"": 1.5, ""neither_n"": 10, ""outcome_n"": 20, ""outcome_only_n"": 19, ""outcome_share"": 0.6666666666666666, ""p_exposed"": 1.0, ""p_unexposed"": 0.6551724137931034, ""risk_difference"": 0.3448275862068966, ""valid_n"": 30}","{""n"": 1, ""share"": 0.03333333333333333, ""valid_n"": 30}","{""n"": 2, ""share"": 0.06666666666666667, ""valid_n"": 30}"
same_year_version,education,2025,57,28,23,14,20,14,9,0.49122807017543857,0.40350877192982454,0.5,0.3103448275862069,0.1896551724137931,0.24561403508771928,0.1982148353339489,0.04739919975377038,1.2391304347826086,"{""both_n"": 2, ""excess_joint_share"": 0.01538935056940597, ""exposure_n"": 2, ""exposure_only_n"": 0, ""exposure_share"": 0.03508771929824561, ""independence_product"": 0.019698368728839642, ""joint_share"": 0.03508771929824561, ""lift"": 1.78125, ""neither_n"": 25, ""outcome_n"": 32, ""outcome_only_n"": 30, ""outcome_share"": 0.5614035087719298, ""p_exposed"": 1.0, ""p_unexposed"": 0.5454545454545454, ""risk_difference"": 0.4545454545454546, ""valid_n"": 57}","{""n"": 2, ""share"": 0.03508771929824561, ""valid_n"": 57}","{""n"": 8, ""share"": 0.14035087719298245, ""valid_n"": 57}"
same_year_version,education,2026,149,87,82,58,38,29,24,0.5838926174496645,0.5503355704697986,0.6666666666666666,0.3870967741935484,0.27956989247311825,0.38926174496644295,0.32133687671726496,0.06792486824917798,1.2113821138211383,"{""both_n"": 26, ""excess_joint_share"": 0.023152110265303366, ""exposure_n"": 32, ""exposure_only_n"": 6, ""exposure_share"": 0.21476510067114093, ""independence_product"": 0.15134453402999865, ""joint_share"": 0.174496644295302, ""lift"": 1.1529761904761906, ""neither_n"": 38, ""outcome_n"": 105, ""outcome_only_n"": 79, ""outcome_share"": 0.7046979865771812, ""p_exposed"": 0.8125, ""p_unexposed"": 0.6752136752136753, ""risk_difference"": 0.13728632478632474, ""valid_n"": 149}","{""n"": 32, ""share"": 0.21476510067114093, ""valid_n"": 149}","{""n"": 37, ""share"": 0.2483221476510067, ""valid_n"": 149}"
same_year_version,engineering,all,725,304,209,110,322,194,99,0.4193103448275862,0.2882758620689655,0.3618421052631579,0.23515439429928742,0.1266877109638705,0.15172413793103448,0.12087705112960762,0.030847086801426865,1.2551939058171744,"{""both_n"": 149, ""excess_joint_share"": 0.004583115338882282, ""exposure_n"": 164, ""exposure_only_n"": 15, ""exposure_share"": 0.22620689655172413, ""independence_product"": 0.20093412604042807, ""joint_share"": 0.20551724137931035, ""lift"": 1.0228090440842297, ""neither_n"": 66, ""outcome_n"": 644, ""outcome_only_n"": 495, ""outcome_share"": 0.8882758620689655, ""p_exposed"": 0.9085365853658537, ""p_unexposed"": 0.8823529411764706, ""risk_difference"": 0.026183644189383126, ""valid_n"": 725}","{""n"": 164, ""share"": 0.22620689655172413, ""valid_n"": 725}","{""n"": 243, ""share"": 0.3351724137931035, ""valid_n"": 725}"
same_year_version,engineering,2024,45,17,15,8,21,9,7,0.37777777777777777,0.3333333333333333,0.47058823529411764,0.25,0.22058823529411764,0.17777777777777778,0.1259259259259259,0.05185185185185187,1.411764705882353,"{""both_n"": 3, ""excess_joint_share"": 0.00888888888888889, ""exposure_n"": 3, ""exposure_only_n"": 0, ""exposure_share"": 0.06666666666666667, ""independence_product"": 0.057777777777777775, ""joint_share"": 0.06666666666666667, ""lift"": 1.153846153846154, ""neither_n"": 6, ""outcome_n"": 39, ""outcome_only_n"": 36, ""outcome_share"": 0.8666666666666667, ""p_exposed"": 1.0, ""p_unexposed"": 0.8571428571428571, ""risk_difference"": 0.1428571428571429, ""valid_n"": 45}","{""n"": 3, ""share"": 0.06666666666666667, ""valid_n"": 45}","{""n"": 8, ""share"": 0.17777777777777778, ""valid_n"": 45}"
same_year_version,engineering,2025,171,72,39,21,81,51,18,0.42105263157894735,0.22807017543859648,0.2916666666666667,0.18181818181818182,0.10984848484848486,0.12280701754385964,0.09602954755309326,0.026777469990766384,1.2788461538461537,"{""both_n"": 13, ""excess_joint_share"": 0.010669949728121464, ""exposure_n"": 13, ""exposure_only_n"": 0, ""exposure_share"": 0.07602339181286549, ""independence_product"": 0.06535344208474403, ""joint_share"": 0.07602339181286549, ""lift"": 1.1632653061224487, ""neither_n"": 24, ""outcome_n"": 147, ""outcome_only_n"": 134, ""outcome_share"": 0.8596491228070176, ""p_exposed"": 1.0, ""p_unexposed"": 0.8481012658227848, ""risk_difference"": 0.15189873417721522, ""valid_n"": 171}","{""n"": 13, ""share"": 0.07602339181286549, ""valid_n"": 171}","{""n"": 41, ""share"": 0.23976608187134502, ""valid_n"": 171}"
